ex-yu rock	0.0016591454644155933
American Juniors	0.0018754529848847986
indiepop	0.0018382615104254915
2008	0.001938696717186848
bard-rock	0.0017340480565264356
neil patrick harris	0.001953088453506149
112	0.0014891459190924411
Chicane	0.0022119163497012215
moderen country	0.0018704542175475352
gink	0.0010419860723276404
Anarchist Records	0.0016868555663513468
slimepunk	0.0020258077680204924
speed	0.0012596646788613402
Soundtrack	0.00036516211132912396
venezuelan	0.0015520091308803391
mallsoft	0.0014327259707770195
hip pop	0.001830209826616001
balkan brass	0.0016604016259648556
NeoTokyo	0.0018482220568372427
fakebit	0.0018689023775485688
ZoNa GanJaH	0.0016697615502246428
italian rock	0.0015878023670343239
auto-tune	0.002151932691079313
not fucking nirvana	0.0018101892791594952
son	0.001587971273366008
porn	0.0019459481814674048
experimental electronic	0.0018965920693307951
liberal	0.0020500905984298557
German hip hop	0.0011796438136742137
Oi-Streetpunk	0.001479207592010269
musette	0.0019303838139836107
polka	0.0021339146269813945
glamour	0.001785326341476098
early music	0.0012583348927601322
Battlestar Galactica	0.0018132542196111982
Tanya Chua	0.0017875549690976838
British rock sound	0.001898688580519758
the pagan front	0.0012262584659440002
kozak rock	0.0019580837004610154
gangstacore	0.0018260878782948037
softcore punk	0.001841932992638256
b2st	0.001248554762839547
expiremental	0.0016598366414626673
Running Wild	0.001784975319124335
Wroclaw	0.0018175614060399982
Bosnian	0.0013289559001624575
Black n Roll	0.001563018091948114
jauria	0.0018342351761519169
mestizo	0.001535397572651495
sistar	0.0012583475487517996
Alice in Chains	0.0021712167873424197
nihilist suicide pop	0.0016018906140403341
genivaldofm100	0.00174981988411297
Bogovska muzika	0.0017535511471276062
punk rock	0.0004327491987142448
wack	0.0014587434144663668
czech punk	0.0014271756653058368
ukulele	0.0016876243743600148
barbadian	0.002107353936318723
Latinoamericana	0.0020851290941644174
gospel music	0.00211397440174614
rap cubano	0.0018505631808655074
roqstyles	0.0019371597723864817
slaughter gang	0.001244369904326746
reggae-more	0.0018027436837310521
french house	0.0016496806328870502
midwest hardcore	0.0018781222418354645
Karlsruhe	0.002413650256881289
Video Game Rock	0.001982334033635243
Macross 7	0.0018354634401152477
francia	0.0013695924725470757
pagode sim e dai	0.0013076438266397964
bieda umyslowa	0.0016047321570278928
aisha records	0.0019115978402519833
cimbalom	0.0018162966511959323
jrock	0.0007803125369665185
Molesta	0.0015412925846772236
favorite albums	0.0021878001399222658
symphonic	0.0012973372135064627
miami	0.0012777736928168755
mall emo	0.0019457245042299716
Narodna	0.0017937335236755593
Rob Crow	0.0020377391165064367
Bemani	0.001298116461170104
blues guitarists	0.001637512702373801
musica brasileira	0.0012217204498777554
moomin	0.00190419720695949
beautiful voices	0.0016809534111481453
teatro	0.002168205215444802
alcohol	0.0018721114997612386
clara moroni	0.0017758817676124402
fuck me	0.0011964926357087376
rock alternativo	0.0015637945061266708
77 style punk	0.0017393199148416046
Real Housewives	0.0019941805674675017
sou foda	0.0017888593264850025
Clockwork punk	0.0014635912476579928
Mortal Kombat	0.001755251268773847
Neo-Pagan	0.0013519752986203637
powerpop	0.0008047041728035044
black hippy	0.0015333239048690263
indian rock	0.0019226635335684156
naomi scott	0.0018485386002791804
psybient	0.0014688635835716094
diggy	0.0017732716151235566
nonsense metal	0.0018522154627379113
5432fun	0.0016109937539297867
Silent Hill	0.0013257430611497217
Punchlines	0.0011653668336890914
theme songs	0.0019935553870504665
six fingers	0.0016919259220941792
joint	0.002061762869281715
Jump5	0.001968255857225289
Charlie Wilson	0.0012348154394318525
TV Themes	0.0018989425991393228
Super mario Galaxy	0.0019814658161821405
brazilian thrash	0.0015401395437316958
Local	0.0022130302230234785
